,Unnamed: 0,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,NumberInjuries,InjuryLengthDays,SeasonInjured,SeasonRecovered
3526,3526,202335,2017-01-08,2016-12-29,1610612761,Raptors,Patrick Patterson,strained left knee (DTD),returned to lineup,24.0,10,2016.0,2016.0
3527,3527,202335,2017-01-22,2017-01-13,1610612761,Raptors,Patrick Patterson,sore left knee (DTD),activated from IL,24.0,9,2016.0,2016.0
3528,3528,202335,2017-02-14,2017-02-04,1610612761,Raptors,Patrick Patterson,bruised left knee (DTD),activated from IL,24.0,10,2016.0,2016.0
3529,3529,202335,2017-02-24,2017-02-15,1610612761,Raptors,Patrick Patterson,placed on IL with bruised left knee,activated from IL,24.0,9,2016.0,2016.0
3530,3530,202335,2019-12-09,2017-08-10,1610612760,Thunder,Patrick Patterson,arthroscopic surgery on his left knee (out indefinitely),returned to lineup,24.0,851,2017.0,2019.0
3531,3531,202337,2014-11-12,2014-11-04,1610612740,Pelicans,Luke Babbitt,sprained left finger (DTD),activated from IL,14.0,8,2014.0,2014.0
3532,3532,202337,2015-10-31,2015-10-27,1610612740,Pelicans,Luke Babbitt,sore/strained left hamstring (DTD),returned to lineup,14.0,4,2015.0,2015.0
3533,3533,202337,2016-03-09,2016-03-06,1610612740,Pelicans,Luke Babbitt,bruised left shin (DTD),returned to lineup,14.0,3,2015.0,2015.0
3534,3534,202337,2016-10-26,2016-04-13,1610612740,Pelicans,Luke Babbitt,illness (out for season),returned to lineup,14.0,196,2015.0,2016.0
3535,3535,202337,2016-12-14,2016-12-06,1610612748,Heat,Luke Babbitt,strained right hip flexor (DTD),returned to lineup,14.0,8,2016.0,2016.0
3536,3536,202337,2017-01-10,2017-01-08,1610612748,Heat,Luke Babbitt,flu (DTD),returned to lineup,14.0,2,2016.0,2016.0
3537,3537,202337,2017-11-30,2017-04-05,1610612748,Heat,Luke Babbitt,strained right hip flexor (out for season),activated from IL,14.0,239,2016.0,2017.0
3538,3538,202337,2018-01-12,2018-01-08,1610612737,Hawks,Luke Babbitt,placed on IL,activated from IL,14.0,4,2017.0,2017.0
3539,3539,202337,2018-04-04,2018-03-29,1610612748,Heat,Luke Babbitt,placed on IL,activated from IL,14.0,6,2017.0,2017.0
3540,3540,202337,2018-04-11,2018-04-09,1610612748,Heat,Luke Babbitt,placed on IL,activated from IL,14.0,2,2017.0,2017.0
3541,3541,202338,2010-10-30,2010-10-28,1610612764,Wizards,Kevin Seraphin,placed on IL,activated from IL,26.0,2,2010.0,2010.0
3542,3542,202338,2010-12-07,2010-11-10,1610612764,Wizards,Kevin Seraphin,placed on IL,activated from IL,26.0,27,2010.0,2010.0
3543,3543,202338,2010-12-14,2010-12-11,1610612764,Wizards,Kevin Seraphin,placed on IL,activated from IL,26.0,3,2010.0,2010.0
3544,3544,202338,2011-01-01,2010-12-31,1610612764,Wizards,Kevin Seraphin,placed on IL,activated from IL,26.0,1,2010.0,2010.0
3545,3545,202338,2012-11-03,2012-01-27,1610612764,Wizards,Kevin Seraphin,dental procedure (DNP),activated from IL,26.0,281,2011.0,2012.0
3546,3546,202338,2013-12-09,2013-12-06,1610612764,Wizards,Kevin Seraphin,placed on IL with knee injury,activated from IL,26.0,3,2013.0,2013.0
3547,3547,202338,2014-03-14,2013-12-27,1610612764,Wizards,Kevin Seraphin,sore right knee (P) / left knee (CBC) (DNP),activated from IL,26.0,77,2013.0,2013.0
3548,3548,202338,2015-02-07,2015-02-05,1610612764,Wizards,Kevin Seraphin,sprained right ankle (DTD),returned to lineup,26.0,2,2014.0,2014.0
3549,3549,202338,2015-02-22,2015-02-20,1610612764,Wizards,Kevin Seraphin,flu (DTD),returned to lineup,26.0,2,2014.0,2014.0
3550,3550,202338,2015-11-02,2015-10-26,1610612752,Knicks,Kevin Seraphin,sore right knee (DTD),returned to lineup,26.0,7,2015.0,2015.0
3551,3551,202338,2016-01-20,2016-01-18,1610612752,Knicks,Kevin Seraphin,bruised right rib (DTD),returned to lineup,26.0,2,2015.0,2015.0
3552,3552,202338,2016-03-23,2016-03-20,1610612752,Knicks,Kevin Seraphin,sore left foot (DTD),returned to lineup,26.0,3,2015.0,2015.0
3553,3553,202338,2016-11-21,2016-11-20,1610612754,Pacers,Kevin Seraphin,sore left knee (DTD),returned to lineup,26.0,1,2016.0,2016.0
3554,3554,202338,2016-11-25,2016-11-23,1610612754,Pacers,Kevin Seraphin,placed on IL with bruised/sore left knee,activated from IL,26.0,2,2016.0,2016.0
3555,3555,202338,2016-12-04,2016-11-25,1610612754,Pacers,Kevin Seraphin,sore left knee (DTD),activated from IL,26.0,9,2016.0,2016.0
3556,3556,202338,2017-02-01,2017-01-26,1610612754,Pacers,Kevin Seraphin,placed on IL with sore left knee,activated from IL,26.0,6,2016.0,2016.0
3557,3557,202339,2012-01-26,2011-10-07,1610612746,Clippers,Eric Bledsoe,surgery on right knee to repair torn lateral meniscus (out indefinitely),activated from IL,28.0,111,2011.0,2011.0
3558,3558,202339,2012-02-11,2012-02-01,1610612746,Clippers,Eric Bledsoe,placed on IL with sore right knee,activated from IL,28.0,10,2011.0,2011.0
3559,3559,202339,2013-03-23,2013-02-26,1610612746,Clippers,Eric Bledsoe,left calf injury (DNP),activated from IL,28.0,25,2012.0,2012.0
3560,3560,202339,2013-11-29,2013-11-19,1610612756,Suns,Eric Bledsoe,bruised shin (DNP),returned to lineup,28.0,10,2013.0,2013.0
3561,3561,202339,2014-03-12,2014-01-02,1610612756,Suns,Eric Bledsoe,sprained right knee (DTD),activated from IL,28.0,69,2013.0,2013.0
3562,3562,202339,2015-11-25,2015-11-23,1610612756,Suns,Eric Bledsoe,placed on IL with sore left knee,activated from IL,28.0,2,2015.0,2015.0
3563,3563,202339,2017-02-13,2015-12-26,1610612756,Suns,Eric Bledsoe,sprained left knee (out for season),activated from IL,28.0,415,2015.0,2016.0
3564,3564,202339,2018-02-02,2017-03-15,1610612756,Suns,Eric Bledsoe,left knee injury (out for season),activated from IL,28.0,324,2016.0,2017.0
3565,3565,202339,2019-02-04,2019-02-02,1610612749,Bucks,Eric Bledsoe,left Achilles injury (DTD),returned to lineup,28.0,2,2018.0,2018.0
3566,3566,202339,2019-03-04,2019-03-02,1610612749,Bucks,Eric Bledsoe,sore back (DTD),returned to lineup,28.0,2,2018.0,2018.0
3567,3567,202339,2019-10-24,2019-10-11,1610612749,Bucks,Eric Bledsoe,rib injury (out indefinitely),returned to lineup,28.0,13,2019.0,2019.0
3568,3568,202339,2019-12-30,2019-12-14,1610612749,Bucks,Eric Bledsoe,placed on IL with right fibula injury,activated from IL,28.0,16,2019.0,2019.0
3569,3569,202339,2020-03-11,2020-03-09,1610612749,Bucks,Eric Bledsoe,placed on IL with right knee injury,activated from IL,28.0,2,2019.0,2019.0
3570,3570,202339,2020-08-03,2020-07-30,1610612749,Bucks,Eric Bledsoe,placed on IL with conditioning,activated from IL,28.0,4,2019.0,2020.0
3571,3571,202339,2020-08-12,2020-08-11,1610612749,Bucks,Eric Bledsoe,placed on IL with sore right knee,activated from IL,28.0,1,2020.0,2020.0
3572,3572,202339,2020-09-02,2020-08-30,1610612749,Bucks,Eric Bledsoe,placed on IL with strained right hamstring,activated from IL,28.0,3,2020.0,2020.0
3573,3573,202340,2010-11-21,2010-10-26,1610612738,Celtics,Avery Bradley,placed on IL recovering from surgery on left ankle,activated from IL,49.0,26,2010.0,2010.0
3574,3574,202340,2011-02-07,2011-01-14,1610612738,Celtics,Avery Bradley,placed on IL,activated from IL,49.0,24,2010.0,2010.0
3575,3575,202340,2011-04-01,2011-03-31,1610612738,Celtics,Avery Bradley,placed on IL,activated from IL,49.0,1,2010.0,2010.0
3576,3576,202340,2011-04-08,2011-04-03,1610612738,Celtics,Avery Bradley,placed on IL,activated from IL,49.0,5,2010.0,2010.0
3577,3577,202340,2011-04-11,2011-04-10,1610612738,Celtics,Avery Bradley,placed on IL,activated from IL,49.0,1,2010.0,2010.0
3578,3578,202340,2013-01-02,2011-04-17,1610612738,Celtics,Avery Bradley,placed on IL,activated from IL,49.0,626,2010.0,2012.0
3579,3579,202340,2014-01-31,2013-01-18,1610612738,Celtics,Avery Bradley,bruised ribs (DNP),activated from IL,49.0,378,2012.0,2013.0
3580,3580,202340,2014-03-09,2014-02-07,1610612738,Celtics,Avery Bradley,sore right ankle (DNP),activated from IL,49.0,30,2013.0,2013.0
3581,3581,202340,2014-12-15,2014-03-09,1610612738,Celtics,Avery Bradley,sore right ankle (DNP),activated from IL,49.0,281,2013.0,2014.0
3582,3582,202340,2015-03-11,2015-03-06,1610612738,Celtics,Avery Bradley,placed on IL with strained left elbow,activated from IL,49.0,5,2014.0,2014.0
3583,3583,202340,2015-04-19,2015-04-15,1610612738,Celtics,Avery Bradley,placed on IL with quadriceps injury,activated from IL,49.0,4,2014.0,2014.0
3584,3584,202340,2015-11-13,2015-11-11,1610612738,Celtics,Avery Bradley,placed on IL with leg injury,activated from IL,49.0,2,2015.0,2015.0
3585,3585,202340,2016-01-10,2016-01-02,1610612738,Celtics,Avery Bradley,bruised left hip (DTD),activated from IL,49.0,8,2015.0,2015.0
3586,3586,202340,2017-01-03,2016-04-19,1610612738,Celtics,Avery Bradley,placed on IL with strained right hamstring (out for season),returned to lineup,49.0,259,2015.0,2016.0
3587,3587,202340,2017-01-16,2017-01-07,1610612738,Celtics,Avery Bradley,placed on IL with Achilles injury / sprained ankle / illness,activated from IL,49.0,9,2016.0,2016.0
3588,3588,202340,2017-02-27,2017-01-18,1610612738,Celtics,Avery Bradley,sore right Achilles (DTD),activated from IL,49.0,40,2016.0,2016.0
3589,3589,202340,2017-03-06,2017-03-05,1610612738,Celtics,Avery Bradley,placed on IL with hamstring injury / rest,activated from IL,49.0,1,2016.0,2016.0
3590,3590,202340,2017-03-26,2017-03-24,1610612738,Celtics,Avery Bradley,illness (DTD),returned to lineup,49.0,2,2016.0,2016.0
3591,3591,202340,2017-04-05,2017-03-31,1610612738,Celtics,Avery Bradley,placed on IL with gastroenteritis,activated from IL,49.0,5,2016.0,2016.0
3592,3592,202340,2018-01-03,2017-12-15,1610612765,Pistons,Avery Bradley,strained adductor in right groin (DTD),activated from IL,49.0,19,2017.0,2017.0
3593,3593,202340,2018-02-03,2018-01-28,1610612765,Pistons,Avery Bradley,sore right groin/hamstring (DTD),activated from IL,49.0,6,2017.0,2017.0
3594,3594,202340,2018-11-19,2018-02-22,1610612746,Clippers,Avery Bradley,placed on IL with athletic pubalgia / sports hernia (out for season),activated from IL,49.0,270,2017.0,2018.0
3595,3595,202340,2019-11-08,2019-03-20,1610612763,Grizzlies,Avery Bradley,right shin injury (DTD),returned to lineup,49.0,233,2018.0,2019.0
3596,3596,202340,2019-12-11,2019-11-15,1610612747,Lakers,Avery Bradley,placed on IL with right leg injury,activated from IL,49.0,26,2019.0,2019.0
3597,3597,202341,2011-01-19,2010-11-11,1610612759,Spurs,James Anderson,stress fracture in right foot (out indefinitely),activated from IL,9.0,69,2010.0,2010.0
3598,3598,202341,2011-02-23,2011-02-08,1610612759,Spurs,James Anderson,placed on IL,activated from IL,9.0,15,2010.0,2010.0
3599,3599,202341,2011-03-06,2011-03-04,1610612759,Spurs,James Anderson,placed on IL,activated from IL,9.0,2,2010.0,2010.0
3600,3600,202341,2011-04-09,2011-04-05,1610612759,Spurs,James Anderson,placed on IL,activated from IL,9.0,4,2010.0,2010.0
3601,3601,202341,2016-01-13,2011-04-13,1610612759,Spurs,James Anderson,placed on IL,returned to lineup,9.0,1736,2010.0,2015.0
3602,3602,202342,2010-11-10,2010-10-27,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,14,2010.0,2010.0
3603,3603,202342,2010-11-24,2010-11-12,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,12,2010.0,2010.0
3604,3604,202342,2010-12-22,2010-11-27,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,25,2010.0,2010.0
3605,3605,202342,2011-03-06,2011-01-14,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,51,2010.0,2010.0
3606,3606,202342,2011-03-19,2011-03-14,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,5,2010.0,2010.0
3607,3607,202342,2012-03-02,2011-04-16,1610612755,76ers,Craig Brackins,placed on IL,activated from IL,9.0,321,2010.0,2011.0
3608,3608,202342,2012-03-21,2012-03-17,1610612755,76ers,Craig Brackins,placed on IL with stomach virus,activated from IL,9.0,4,2011.0,2011.0
3609,3609,202343,2015-01-21,2013-12-09,1610612755,76ers,Elliot Williams,back injury (DNP),activated from IL,3.0,408,2013.0,2014.0
3610,3610,202344,2013-01-12,2011-03-27,1610612764,Wizards,Trevor Booker,sore right foot (DNP),activated from IL,49.0,657,2010.0,2012.0
3611,3611,202344,2014-12-27,2013-01-14,1610612764,Wizards,Trevor Booker,sprained left ankle (DNP),activated from IL,49.0,712,2012.0,2014.0
3612,3612,202344,2015-01-16,2015-01-13,1610612762,Jazz,Trevor Booker,stomach flu (DTD),returned to lineup,49.0,3,2014.0,2014.0
3613,3613,202344,2016-01-18,2016-01-16,1610612762,Jazz,Trevor Booker,concussion (DTD),returned to lineup,49.0,2,2015.0,2015.0
3614,3614,202344,2016-12-05,2016-12-03,1610612751,Nets,Trevor Booker,illness (DTD),returned to lineup,49.0,2,2016.0,2016.0
3615,3615,202344,2016-12-26,2016-12-23,1610612751,Nets,Trevor Booker,placed on IL,activated from IL,49.0,3,2016.0,2016.0
3616,3616,202344,2017-01-12,2017-01-09,1610612751,Nets,Trevor Booker,bruised left hip (DTD),activated from IL,49.0,3,2016.0,2016.0
3617,3617,202344,2017-01-28,2017-01-27,1610612751,Nets,Trevor Booker,illness (DTD),returned to lineup,49.0,1,2016.0,2016.0
3618,3618,202344,2017-03-21,2017-03-16,1610612751,Nets,Trevor Booker,rest (DTD),returned to lineup,49.0,5,2016.0,2016.0
3619,3619,202344,2017-11-10,2017-04-12,1610612751,Nets,Trevor Booker,rest (out for season),activated from IL,49.0,212,2016.0,2017.0
3620,3620,202344,2017-11-24,2017-11-10,1610612751,Nets,Trevor Booker,sore lower back (DTD),returned to lineup,49.0,14,2017.0,2017.0
3621,3621,202344,2017-12-19,2017-11-26,1610612751,Nets,Trevor Booker,right big toe inflammation (DTD),activated from IL,49.0,23,2017.0,2017.0
3622,3622,202344,2018-04-01,2018-03-29,1610612754,Pacers,Trevor Booker,placed on IL,activated from IL,49.0,3,2017.0,2017.0
3623,3623,202345,2010-11-23,2010-11-15,1610612751,Nets,Damion James,placed on IL,activated from IL,21.0,8,2010.0,2010.0
3624,3624,202345,2011-02-25,2010-12-12,1610612751,Nets,Damion James,placed on IL with broken right foot,activated from IL,21.0,75,2010.0,2010.0
3625,3625,202345,2011-03-17,2011-03-09,1610612751,Nets,Damion James,placed on IL with concussion,activated from IL,21.0,8,2010.0,2010.0
3626,3626,202345,2011-03-26,2011-03-21,1610612751,Nets,Damion James,sore right foot (DNP),activated from IL,21.0,5,2010.0,2010.0
3627,3627,202345,2011-04-06,2011-03-26,1610612751,Nets,Damion James,sore right foot (DNP),activated from IL,21.0,11,2010.0,2010.0
3628,3628,202345,2014-04-08,2011-04-06,1610612751,Nets,Damion James,sore right foot (DNP),activated from IL,21.0,1098,2010.0,2013.0
3629,3629,202345,2014-04-11,2014-04-10,1610612759,Spurs,Damion James,placed on IL,activated from IL,21.0,1,2013.0,2013.0
3630,3630,202346,2011-01-02,2010-12-01,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,32,2010.0,2010.0
3631,3631,202346,2012-01-23,2011-02-08,1610612742,Mavericks,Dominique Jones,stress fracture in fifth metatarsal in right foot (out indefinitely),activated from IL,14.0,349,2010.0,2011.0
3632,3632,202346,2012-02-15,2012-02-10,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,5,2011.0,2011.0
3633,3633,202346,2012-04-02,2012-03-29,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,4,2011.0,2011.0
3634,3634,202346,2012-04-21,2012-04-20,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,1,2011.0,2011.0
3635,3635,202346,2013-01-20,2012-04-28,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,267,2011.0,2012.0
3636,3636,202346,2013-01-29,2013-01-25,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,4,2012.0,2012.0
3637,3637,202346,2013-03-01,2013-02-24,1610612742,Mavericks,Dominique Jones,placed on IL,activated from IL,14.0,5,2012.0,2012.0
3638,3638,202347,2010-11-03,2010-10-27,1610612766,Hornets,Quincy Pondexter,placed on IL,activated from IL,21.0,7,2010.0,2010.0
3639,3639,202347,2011-02-15,2011-02-11,1610612766,Hornets,Quincy Pondexter,placed on IL,activated from IL,21.0,4,2010.0,2010.0
3640,3640,202347,2013-01-11,2012-12-31,1610612763,Grizzlies,Quincy Pondexter,placed on IL with sprained MCL in left knee,activated from IL,21.0,11,2012.0,2012.0
3641,3641,202347,2013-01-14,2013-01-12,1610612763,Grizzlies,Quincy Pondexter,sprained MCL in left knee (DNP),activated from IL,21.0,2,2012.0,2012.0
3642,3642,202347,2013-02-10,2013-01-25,1610612763,Grizzlies,Quincy Pondexter,sprained MCL in left knee (DNP),activated from IL,21.0,16,2012.0,2012.0
3643,3643,202348,2010-12-11,2010-12-06,1610612737,Hawks,Jordan Crawford,placed on IL,activated from IL,14.0,5,2010.0,2010.0
3644,3644,202348,2010-12-22,2010-12-17,1610612737,Hawks,Jordan Crawford,placed on IL,activated from IL,14.0,5,2010.0,2010.0
3645,3645,202348,2011-01-05,2010-12-26,1610612737,Hawks,Jordan Crawford,placed on IL,activated from IL,14.0,10,2010.0,2010.0
3646,3646,202348,2011-01-18,2011-01-17,1610612737,Hawks,Jordan Crawford,placed on IL,activated from IL,14.0,1,2010.0,2010.0
3647,3647,202348,2011-02-05,2011-01-26,1610612737,Hawks,Jordan Crawford,placed on IL,activated from IL,14.0,10,2010.0,2010.0
3648,3648,202349,2010-10-30,2010-10-27,1610612763,Grizzlies,Greivis Vasquez,placed on IL recovering from surgery on right ankle to remove bone spur,activated from IL,12.0,3,2010.0,2010.0
3649,3649,202349,2010-11-03,2010-11-02,1610612763,Grizzlies,Greivis Vasquez,placed on IL,activated from IL,12.0,1,2010.0,2010.0
3650,3650,202349,2011-03-09,2011-03-06,1610612763,Grizzlies,Greivis Vasquez,placed on IL,activated from IL,12.0,3,2010.0,2010.0
3651,3651,202349,2014-02-03,2013-03-25,1610612766,Hornets,Greivis Vasquez,sprained left ankle (DNP),activated from IL,12.0,315,2012.0,2013.0
3652,3652,202349,2016-03-30,2015-11-29,1610612749,Bucks,Greivis Vasquez,placed on IL with sore right ankle,activated from IL,12.0,122,2015.0,2015.0
3653,3653,202349,2016-11-09,2016-10-29,1610612751,Nets,Greivis Vasquez,sore right ankle (DTD),activated from IL,12.0,11,2016.0,2016.0
3654,3654,202350,2011-12-30,2010-10-28,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,428,2010.0,2011.0
3655,3655,202350,2012-01-06,2012-01-01,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,5,2011.0,2011.0
3656,3656,202350,2012-01-18,2012-01-12,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,6,2011.0,2011.0
3657,3657,202350,2012-01-26,2012-01-23,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,3,2011.0,2011.0
3658,3658,202350,2012-02-17,2012-02-08,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,9,2011.0,2011.0
3659,3659,202350,2012-02-22,2012-02-19,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,3,2011.0,2011.0
3660,3660,202350,2012-03-23,2012-03-21,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,2,2011.0,2011.0
3661,3661,202350,2012-03-30,2012-03-28,1610612753,Magic,Daniel Orton,placed on IL,activated from IL,24.0,2,2011.0,2011.0
3662,3662,202350,2012-11-09,2012-11-01,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,8,2012.0,2012.0
3663,3663,202350,2012-12-07,2012-11-12,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,25,2012.0,2012.0
3664,3664,202350,2012-12-19,2012-12-14,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,5,2012.0,2012.0
3665,3665,202350,2013-01-13,2012-12-25,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,19,2012.0,2012.0
3666,3666,202350,2013-02-04,2013-01-16,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,19,2012.0,2012.0
3667,3667,202350,2013-03-01,2013-02-27,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,2,2012.0,2012.0
3668,3668,202350,2013-03-20,2013-03-05,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,15,2012.0,2012.0
3669,3669,202350,2013-04-05,2013-03-24,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,12,2012.0,2012.0
3670,3670,202350,2013-04-09,2013-04-07,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,2,2012.0,2012.0
3671,3671,202350,2013-05-01,2013-04-21,1610612760,Thunder,Daniel Orton,placed on IL,activated from IL,24.0,10,2012.0,2012.0
3672,3672,202351,2010-11-09,2010-11-07,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,2,2010.0,2010.0
3673,3673,202351,2010-12-18,2010-12-17,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,1,2010.0,2010.0
3674,3674,202351,2011-01-13,2010-12-27,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,17,2010.0,2010.0
3675,3675,202351,2011-01-19,2011-01-17,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,2,2010.0,2010.0
3676,3676,202351,2011-02-04,2011-01-26,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,9,2010.0,2010.0
3677,3677,202351,2011-02-16,2011-02-14,1610612750,Timberwolves,Lazar Hayward,placed on IL,activated from IL,16.0,2,2010.0,2010.0
3678,3678,202351,2011-03-11,2011-03-09,1610612750,Timberwolves,Lazar Hayward,placed on IL with gastrointestinal ailment,activated from IL,16.0,2,2010.0,2010.0
3679,3679,202351,2011-12-28,2011-12-25,1610612760,Thunder,Lazar Hayward,placed on IL,activated from IL with throat injury,16.0,3,2011.0,2011.0
3680,3680,202351,2012-04-14,2012-02-19,1610612760,Thunder,Lazar Hayward,fractured orbital floor (DNP),activated from IL,16.0,55,2011.0,2011.0
3681,3681,202353,2015-11-04,2015-10-31,1610612762,Jazz,Tibor Pleiss,placed on IL,activated from IL,4.0,4,2015.0,2015.0
3682,3682,202353,2015-11-28,2015-11-15,1610612762,Jazz,Tibor Pleiss,placed on IL,activated from IL,4.0,13,2015.0,2015.0
3683,3683,202353,2015-12-16,2015-11-30,1610612762,Jazz,Tibor Pleiss,placed on IL,activated from IL,4.0,16,2015.0,2015.0
3684,3684,202353,2016-04-13,2016-04-08,1610612762,Jazz,Tibor Pleiss,placed on IL,activated from IL,4.0,5,2015.0,2015.0
3685,3685,202354,2011-04-01,2010-10-26,1610612748,Heat,Dexter Pittman,placed on IL,activated from IL,13.0,157,2010.0,2010.0
3686,3686,202354,2012-01-19,2011-04-03,1610612748,Heat,Dexter Pittman,placed on IL (out for season),activated from IL,13.0,291,2010.0,2011.0
3687,3687,202354,2012-01-22,2012-01-21,1610612748,Heat,Dexter Pittman,placed on IL with flu,activated from IL,13.0,1,2011.0,2011.0
3688,3688,202354,2012-02-19,2012-02-13,1610612748,Heat,Dexter Pittman,placed on IL with sprained left shoulder,activated from IL,13.0,6,2011.0,2011.0
3689,3689,202354,2012-04-13,2012-04-10,1610612748,Heat,Dexter Pittman,placed on IL,activated from IL,13.0,3,2011.0,2011.0
3690,3690,202354,2012-11-24,2012-06-12,1610612748,Heat,Dexter Pittman,placed on IL (out for season),activated from IL,13.0,165,2011.0,2012.0
3691,3691,202354,2012-12-10,2012-12-06,1610612748,Heat,Dexter Pittman,placed on IL with strained quadricep,activated from IL,13.0,4,2012.0,2012.0
3692,3692,202354,2013-01-17,2012-12-26,1610612748,Heat,Dexter Pittman,placed on IL,activated from IL,13.0,22,2012.0,2012.0
3693,3693,202354,2014-04-12,2013-04-12,1610612763,Grizzlies,Dexter Pittman,placed on IL,activated from IL,13.0,365,2012.0,2013.0
3694,3694,202355,2010-11-06,2010-10-29,1610612758,Kings,Hassan Whiteside,placed on IL,activated from IL,43.0,8,2010.0,2010.0
3695,3695,202355,2012-01-01,2010-11-10,1610612758,Kings,Hassan Whiteside,placed on IL,activated from IL,43.0,417,2010.0,2011.0
3696,3696,202355,2012-01-25,2012-01-03,1610612758,Kings,Hassan Whiteside,placed on IL,activated from IL,43.0,22,2011.0,2011.0
3697,3697,202355,2012-02-15,2012-01-28,1610612758,Kings,Hassan Whiteside,placed on IL,activated from IL,43.0,18,2011.0,2011.0
3698,3698,202355,2014-12-16,2012-04-13,1610612758,Kings,Hassan Whiteside,sprained right ankle (DTD),activated from IL,43.0,977,2011.0,2014.0
3699,3699,202355,2014-12-23,2014-12-21,1610612748,Heat,Hassan Whiteside,left toe injury (DTD),returned to lineup,43.0,2,2014.0,2014.0
3700,3700,202355,2015-01-25,2015-01-21,1610612748,Heat,Hassan Whiteside,sprained right ankle (DTD),returned to lineup,43.0,4,2014.0,2014.0
3701,3701,202355,2015-02-09,2015-02-06,1610612748,Heat,Hassan Whiteside,sprained ankle (DTD),returned to lineup,43.0,3,2014.0,2014.0
3702,3702,202355,2015-03-09,2015-03-07,1610612748,Heat,Hassan Whiteside,ankle injury (DTD),returned to lineup,43.0,2,2014.0,2014.0
3703,3703,202355,2015-03-31,2015-03-25,1610612748,Heat,Hassan Whiteside,hand injury (DTD),activated from IL,43.0,6,2014.0,2014.0
3704,3704,202355,2015-04-07,2015-04-05,1610612748,Heat,Hassan Whiteside,lacerated right hand (DTD),returned to lineup,43.0,2,2014.0,2014.0
3705,3705,202355,2016-01-06,2015-04-15,1610612748,Heat,Hassan Whiteside,undisclosed (out for season),activated from IL,43.0,266,2014.0,2015.0
3706,3706,202355,2016-01-13,2016-01-11,1610612748,Heat,Hassan Whiteside,knee injury (DTD),returned to lineup,43.0,2,2015.0,2015.0
3707,3707,202355,2016-02-03,2016-01-20,1610612748,Heat,Hassan Whiteside,strained oblique (DTD),activated from IL,43.0,14,2015.0,2015.0
3708,3708,202355,2017-01-08,2016-05-07,1610612748,Heat,Hassan Whiteside,sprained MCL in right knee (out for season),returned to lineup,43.0,246,2015.0,2016.0
3709,3709,202355,2017-01-28,2017-01-27,1610612748,Heat,Hassan Whiteside,ankle injury (DTD),returned to lineup,43.0,1,2016.0,2016.0
3710,3710,202355,2017-11-01,2017-10-20,1610612748,Heat,Hassan Whiteside,bruised left knee (DTD),activated from IL,43.0,12,2017.0,2017.0
3711,3711,202355,2017-12-26,2017-11-29,1610612748,Heat,Hassan Whiteside,bone bruise in left knee (DTD),activated from IL,43.0,27,2017.0,2017.0
3712,3712,202355,2018-02-05,2018-02-03,1610612748,Heat,Hassan Whiteside,illness (DTD),returned to lineup,43.0,2,2017.0,2017.0
3713,3713,202355,2018-03-29,2018-03-10,1610612748,Heat,Hassan Whiteside,placed on IL with sore left hip,activated from IL,43.0,19,2017.0,2017.0
3714,3714,202355,2018-11-07,2018-11-05,1610612748,Heat,Hassan Whiteside,right knee injury (DTD),returned to lineup,43.0,2,2018.0,2018.0
